member_id|first_name|last_name|email|address_line|city|postal_code|state|country|phone_number|birth_date|membership_length|join_date|donor_type|company_name|donation_amount|processing_fee_amount|preferred_language|payment_type|program_ind|program_funded|donation_date
354|Rodney|Tanzig|||||||901-113-5609|1977-10-19|2.0|2017-06-20|Individual||6712.104808898213|134.24209617796427|en-CA|In Person|1|Trans Youth Mentorship|2017-11-24
241|Caria|Garthshore|||||||682-762-4046|1998-09-20|9.0|2017-12-14|Individual||8915.936829869535|178.3187365973907|en-CA|Online|0||2017-11-10
555|Malchy|Vassay|||||||414-782-7718|1983-11-21|4.0|2016-11-20|Individual||6517.805548181526|130.35611096363053|fr-CA|In Person|1|Housing|2016-10-21
733|Wilow|Lamdin|||||||806-964-9527|1988-11-08|6.0|2016-10-08|Individual||1718.2441012138004|34.36488202427601|fr-CA|Online|1|Trans Youth Mentorship|2016-09-27
776|Margalit|Feben|||||||571-288-5083|1989-04-15|3.0|2016-12-10|Individual||2376.2298073642196|47.52459614728439|en-CA|In Person|0||2015-11-02
608|Grayce|Stairmond|||||||260-682-9656|1985-11-28|9.0|2015-02-28|Individual||3514.2501517066453|70.28500303413291|en-CA|In Person|1|Meal Trans|2016-11-13
345|Melodee|Loughnan|||||||419-114-2190|1989-04-12|7.0|2015-03-04|Individual||2669.1193919496222|53.38238783899244|en-CA|In Person|0||2015-04-22
803|Alice|Aleksashin||||||||||2016-04-02|Individual||506.4308054666402|10.128616109332805|fr-CA|Online|0||2017-04-19
724|Galven|Eves|||||||616-461-0567|1979-04-18|2.0|2015-05-11|Individual||195.13361389592313|3.902672277918463|en-CA|In Person|0||2017-06-14
2|Sileas|Pilcher||||||||||2017-12-12|Individual||962.9229534118066|19.25845906823613|en-CA|Online|1|Sunday Drop In|2017-09-19
463|Madlin|Jesson||||||||||2015-10-17|Individual||9753.83696956535|195.076739391307|en-CA|In Person|0||2015-07-11
289|Amitie|Orneblow|||||||682-404-1921|1988-06-09|2.0|2015-10-14|Individual||3851.988035764154|77.03976071528308|fr-CA|In Person|0||2015-07-26
114|Idelle|Rozzier|||||||520-701-6778|1991-05-02|9.0|2016-12-24|Individual||5890.45963634217|117.80919272684339|en-CA|In Person|0||2016-09-24
916|Flossie|St Quenin|||||||405-435-3049|1981-07-10|1.0|2015-05-02|Individual||8412.205920409726|168.2441184081945|en-CA|In Person|1|Family Resource Centre|2017-05-15
475|Torre|Kilpatrick|||||||202-632-1937|1979-10-28|5.0|2017-01-26|Individual||4919.706359861361|98.39412719722723|en-CA|In Person|1|Sunday Drop In|2016-11-18
245|Petra|Damp|||||||718-997-0034|1997-09-05|2.0|2016-12-02|Individual||2239.911241287758|44.79822482575516|fr-CA|In Person|0||2016-02-15
255|Flory|Kinsett||||||||||2016-03-24|Individual||3421.4848049248044|68.4296960984961|en-CA|Online|0||2017-02-06
569|Christan|Longina|||||||706-269-4647|1992-12-08|8.0|2015-05-20|Individual||4994.052073803155|99.88104147606309|en-CA|In Person|1|Meal Trans|2017-12-07
898|Harlin|Simenel|||||||203-143-8031|1998-03-09|8.0|2015-08-26|Individual||5245.341949191488|104.90683898382977|en-CA|In Person|1|Sunday Drop In|2016-07-08
936|Hall|Jerrams|||||||720-974-8856|1980-10-25|7.0|2016-04-08|Individual||8193.04353505928|163.8608707011856|fr-CA|Online|0||2016-04-05
61|Abigael|Mumbray|||||||602-971-9283|1996-09-29|2.0|2016-09-16|Individual||3872.1588142454143|77.44317628490829|en-CA|Online|0||2015-10-25
887|Craig|Jolliff||||||||||2016-11-24|Individual||2648.431241867573|52.96862483735146|fr-CA|In Person|0||2017-12-22
929|Bryn|Morrallee|||||||513-198-1618|1980-10-29|7.0|2016-05-06|Individual||5204.594679007103|104.09189358014206|en-CA|In Person|1|Sunday Drop In|2016-03-10
687|Amargo|Milne|||||||302-788-0264|1994-06-08|3.0|2016-08-12|Individual||1681.513454691089|33.63026909382178|fr-CA|Online|1|Legal Clinic|2017-06-18
331|Marylou|Seabourne|||||||651-543-5035|1993-06-15|6.0|2017-05-25|Individual||3791.070611004004|75.82141222008009|fr-CA|In Person|0||2016-11-25
755|Clementia|Have|||||||720-562-7272|1995-11-20|10.0|2017-08-18|Individual||1005.5838852481482|20.111677704962965|fr-CA|Online|1|Sunday Drop In|2016-12-25
67|Orion|Fritter|||||||205-551-8686|1988-01-07|6.0|2015-09-08|Individual||64.66811780808783|1.2933623561617567|fr-CA|In Person|1|Meal Trans|2017-04-11
245|Petra|Damp|||||||718-997-0034|1997-09-05|2.0|2016-12-02|Individual||9558.929293296596|191.17858586593192|fr-CA|Online|0||2017-02-11
464|Sloane|Borne|||||||772-627-2529|1994-11-16|9.0|2017-07-24|Individual||6551.289376102337|131.02578752204676|fr-CA|Online|1|Meal Trans|2017-03-08
224|Kelby|Chisholm|||||||210-250-5037|1999-04-26|5.0|2016-01-24|Individual||3948.266523912265|78.96533047824529|fr-CA|Online|0||2016-09-16
319|Carleton|Nutton|||||||707-555-6310|1986-04-10|6.0|2015-04-28|Individual||4668.337636980366|93.36675273960734|en-CA|Online|0||2016-08-15
936|Hall|Jerrams|||||||720-974-8856|1980-10-25|7.0|2016-04-08|Individual||6812.774820009858|136.25549640019716|en-CA|In Person|1|Sunday Drop In|2016-04-02
375|Gabbie|Pascoe|||||||212-132-0112|1999-08-14|5.0|2015-04-09|Individual||1971.7631073924556|39.435262147849116|fr-CA|In Person|1|Housing|2015-10-22
845|Jakie|Bryan|||||||386-120-0065|1982-04-05|8.0|2016-01-01|Individual||3121.8893387797516|62.437786775595036|fr-CA|In Person|1|Family Resource Centre|2015-05-24
999|Demetra|Annandale|||||||816-467-7331|1983-05-25|1.0|2016-02-17|Individual||4606.246312570191|92.12492625140382|en-CA|In Person|1|Family Resource Centre|2016-12-27
697|Jeno|Spadeck|||||||310-164-0103|1991-08-22|8.0|2015-12-02|Individual||5923.685236892539|118.47370473785078|fr-CA|In Person|1|Trans Youth Mentorship|2015-11-07
238|Emelyne|Eayrs|||||||903-792-8725|1993-02-17|8.0|2015-05-08|Individual||5367.415621460846|107.34831242921692|fr-CA|Online|1|Legal Clinic|2017-03-09
936|Shelia|Egarr|||||||571-511-3435|1978-01-27|4.0|2016-09-01|Individual||6805.311485849378|136.10622971698757|en-CA|In Person|1|New Comer Settlement Services|2017-12-17
566|Mirabelle|Goade|||||||419-673-2400|1985-11-26|8.0|2016-07-28|Individual||806.5104996050105|16.130209992100212|fr-CA|In Person|1|Trans Youth Mentorship|2016-01-25
466|Kevin|Lightfoot|||||||412-850-7787|1982-10-30|1.0|2015-04-02|Individual||4054.7128313490466|81.09425662698094|fr-CA|In Person|1|Trans Youth Mentorship|2015-09-26
190|Linc|Thorneywork|||||||651-681-2636|1989-10-06|4.0|2016-04-19|Individual||1187.647180826702|23.75294361653404|fr-CA|Online|0||2016-11-09
52|Marco|Huyghe|||||||985-197-0554|1994-11-06|8.0|2016-03-05|Individual||9440.91995206323|188.8183990412646|fr-CA|In Person|1|Legal Clinic|2017-04-03
911|Dolli|Airey|||||||918-396-9661|1983-07-29|10.0|2016-09-21|Individual||1664.8740266232253|33.297480532464505|fr-CA|In Person|0||2017-06-10
422|Deanna|Maxwell|||||||719-893-4508|1980-11-22|1.0|2015-02-28|Individual||531.8349880297422|10.636699760594846|en-CA|In Person|0||2017-05-27
466|Vince|Dugdale|||||||859-458-6387|1980-03-01|3.0|2016-10-15|Individual||7808.798251576099|156.17596503152197|en-CA|Online|1|Family Resource Centre|2015-05-13
165|Edy|Pettigrew||||||||||2015-10-16|Individual||8814.202685996366|176.28405371992733|fr-CA|Online|0||2017-06-01
439|Kris|Izchaki|||||||234-442-2948|1987-04-18|5.0|2017-05-22|Individual||9611.39310008037|192.2278620016074|en-CA|In Person|1|Legal Clinic|2015-04-12
952|Beverlee|Woodings|||||||202-240-3183|1991-03-11|4.0|2016-01-02|Individual||8976.12665264571|179.52253305291418|fr-CA|Online|1|Trans Youth Mentorship|2015-09-28
318|Farrand|Loughlan|||||||740-107-0876|1980-08-19|3.0|2015-05-23|Individual||9044.789572259662|180.89579144519325|en-CA|Online|1|Sunday Drop In|2017-04-18
184|Mikael|Biasio|||||||917-276-1395|1983-10-18|8.0|2015-02-26|Individual||6594.763953344266|131.89527906688534|fr-CA|In Person|0||2016-01-27
528|Starlin|Eland|||||||505-263-1343|1996-04-09|2.0|2016-05-27|Individual||941.0876564229471|18.821753128458944|en-CA|In Person|1|Sunday Drop In|2017-04-20
959|Kath|Embleton|||||||940-539-5471|1978-07-13|1.0|2016-01-18|Individual||2374.062552079036|47.48125104158072|en-CA|Online|1|Trans Youth Mentorship|2017-11-24
690|Bearnard|Lomaz|||||||303-317-1653|1984-01-26|6.0|2015-12-13|Individual||5827.848039991032|116.55696079982064|en-CA|In Person|0||2016-10-05
994|Aryn|Mynett|||||||617-757-7356|1994-11-15|8.0|2015-11-25|Individual||2257.551564069452|45.151031281389045|fr-CA|In Person|0||2016-03-04
110|Lynnett|Brunel|||||||808-868-6339|1994-07-17|8.0|2015-05-14|Individual||9608.469648776629|192.1693929755326|en-CA|In Person|1|Sunday Drop In|2017-05-23
937|Kaitlin|Ryder|||||||209-680-4962|1993-08-17|7.0|2016-08-22|Individual||3305.553529704132|66.11107059408263|fr-CA|Online|0||2017-08-13
373|Derril|Patmore|||||||701-868-5506|1983-05-25|8.0|2015-10-07|Individual||8925.962566184244|178.51925132368487|en-CA|In Person|0||2016-11-08
782|Vina|Whyler|||||||618-473-4702|1981-06-06|5.0|2017-08-11|Individual||1122.8182259583975|22.456364519167952|fr-CA|Online|0||2016-02-20
782|Jenni|Perkinson||||||||||2015-06-11|Individual||9190.457258179074|183.8091451635815|en-CA|Online|1|Family Resource Centre|2015-06-15
766|Trescha|Glendining|||||||410-651-9205|1992-02-26|8.0|2017-12-21|Individual||322.5679957627826|6.451359915255652|fr-CA|In Person|0||2017-09-17
176|Teodoro|Pollington|||||||612-749-6299|1994-07-17|1.0|2017-10-13|Individual||6347.990835622112|126.95981671244225|fr-CA|Online|1|New Comer Settlement Services|2016-07-17
372|Conway|Barnsley|||||||570-493-3846|1978-10-23|6.0|2017-12-06|Individual||4100.051730295378|82.00103460590755|en-CA|In Person|1|Housing|2016-08-15
690|Bearnard|Lomaz|||||||303-317-1653|1984-01-26|6.0|2015-12-13|Individual||6705.009351503159|134.10018703006318|en-CA|In Person|0||2016-01-27
780|Lane|Giannassi|||||||515-228-3956|1998-11-03|4.0|2017-06-19|Individual||5981.494358581024|119.62988717162048|en-CA|In Person|1|Trans Youth Mentorship|2015-10-05
319|Carleton|Nutton|||||||707-555-6310|1986-04-10|6.0|2015-04-28|Individual||5991.165661897048|119.82331323794097|fr-CA|In Person|1|Legal Clinic|2015-02-10
255|Flory|Kinsett||||||||||2016-03-24|Individual||5107.256201771665|102.1451240354333|fr-CA|Online|0||2017-11-15
841|Jard|Cotte|||||||614-990-2745|1983-06-08|6.0|2017-05-02|Individual||4715.9905140376995|94.319810280754|en-CA|Online|0||2017-02-23
479|Garvey|Howsin|||||||509-703-9128|1996-10-11|4.0|2017-06-15|Individual||623.6628794423135|12.47325758884627|en-CA|Online|0||2016-04-28
445|Gayle|Pattington|||||||702-789-0529|1992-01-31|9.0|2016-05-10|Individual||250.63246543243355|5.012649308648671|en-CA|In Person|1|Legal Clinic|2015-12-11
292|Darrell|Shakesbye|||||||417-737-5439|1989-05-14|7.0|2017-02-27|Individual||3873.4182763729773|77.46836552745955|fr-CA|In Person|1|Sunday Drop In|2017-02-07
99|Blakelee|Iacobassi|||||||503-121-8046|1987-02-17|8.0|2017-02-03|Individual||73.99884575525603|1.4799769151051205|fr-CA|In Person|1|Sunday Drop In|2017-08-22
833|Maggi|Pexton|||||||917-399-9394|1985-03-13|5.0|2017-04-23|Individual||9090.181713894486|181.80363427788973|en-CA|Online|0||2015-05-08
31|Raddie|Sandilands|||||||559-314-9364|1982-03-10|7.0|2016-02-20|Individual||3789.6654046014387|75.79330809202878|en-CA|In Person|0||2017-10-01
767|Jeri|Wollen|||||||505-186-0689|1996-08-04|1.0|2015-11-05|Individual||5872.9831026181255|117.45966205236252|en-CA|In Person|0||2016-05-03
51|Saunderson|Gornar|||||||508-712-6632|1977-01-14|5.0|2016-09-06|Individual||9398.061470314171|187.96122940628342|fr-CA|Online|1|Family Resource Centre|2015-04-11
24|Harlan|Gobbet|||||||916-426-3227|1993-01-04|2.0|2016-09-26|Individual||3998.9559433757245|79.97911886751449|fr-CA|Online|1|New Comer Settlement Services|2016-04-19
159|Sheff|Marnane|||||||203-776-8760|1979-03-13|5.0|2015-06-20|Individual||9383.223721809713|187.66447443619424|en-CA|Online|0||2017-12-10
120|Daveta|Brain||||||||||2016-04-09|Individual||8672.620841477197|173.45241682954395|fr-CA|In Person|1|New Comer Settlement Services|2017-09-22
67|Orion|Fritter|||||||205-551-8686|1988-01-07|6.0|2015-09-08|Individual||1738.554254875623|34.77108509751246|fr-CA|Online|0||2016-09-07
91|Freeman|Yarrall|||||||212-536-5146|1985-01-28|9.0|2015-11-11|Individual||4666.328309940086|93.32656619880173|fr-CA|Online|1|Trans Youth Mentorship|2015-04-16
722|Laryssa|Cooksley|||||||702-673-4762|1981-05-02|4.0|2016-09-01|Individual||1095.2014056255305|21.90402811251061|fr-CA|Online|0||2017-08-20
253|Collin|Jinkins|||||||619-742-8071|1999-09-04|5.0|2015-04-02|Individual||9012.629796922483|180.25259593844967|fr-CA|Online|1|Legal Clinic|2015-08-10
931|Milka|Barsham|||||||251-288-8882|1991-04-06|6.0|2016-09-26|Individual||2430.344862513967|48.606897250279346|en-CA|In Person|1|Legal Clinic|2015-10-02
312|Editha|O'Shaughnessy|||||||719-515-4577|1979-04-01|1.0|2016-04-20|Individual||4112.123396079821|82.24246792159641|en-CA|In Person|0||2016-06-13
512|Waldo|Hellicar|||||||512-651-1565|1993-03-01|7.0|2017-07-21|Individual||8143.460393720115|162.8692078744023|en-CA|Online|1|Legal Clinic|2017-11-23
331|Egan|Gilbride|||||||214-552-5349|1979-03-23|7.0|2016-08-03|Individual||1175.2287817103866|23.504575634207733|fr-CA|Online|1|Legal Clinic|2016-01-26
700|Marys|Mitham||||||||||2015-08-15|Individual||7708.5444228430715|154.17088845686143|fr-CA|Online|1|Trans Youth Mentorship|2016-01-10
38|Chad|Rentz|||||||202-815-6483|1985-05-25|6.0|2017-03-24|Individual||7506.35037291254|150.1270074582508|en-CA|Online|1|Housing|2016-09-28
369|Art|Banaszkiewicz|||||||972-467-5119|1999-08-21|4.0|2017-10-11|Individual||9604.615172707245|192.0923034541449|en-CA|Online|0||2017-10-18
37|Terrance|Vooght|||||||713-388-2538|1987-04-26|4.0|2017-09-10|Individual||2016.3852077633371|40.327704155266744|en-CA|In Person|0||2017-09-12
795|Marlon|Dyhouse|||||||972-579-9883|1987-12-07|1.0|2015-01-10|Individual||5186.951324598131|103.73902649196262|fr-CA|Online|0||2016-02-07
1000|Tamma|Bennell|||||||713-487-5283|1999-04-07|4.0|2017-04-18|Individual||4489.543683569468|89.79087367138936|fr-CA|In Person|0||2016-04-03
930|Raymund|Cressar|||||||805-918-5936|1992-01-11|7.0|2017-11-14|Individual||8640.00687581739|172.8001375163478|fr-CA|Online|1|Sunday Drop In|2016-08-05
847|Flinn|Haveline|||||||916-840-7578|1991-06-11|4.0|2016-07-20|Individual||8191.868338574744|163.83736677149489|fr-CA|Online|0||2017-08-11
429|Alfons|Ralfe|||||||318-518-4485|1998-11-12|1.0|2017-07-14|Individual||7865.5704896961915|157.31140979392384|en-CA|In Person|0||2016-04-11
697|Bax|Linstead|||||||432-935-4567|1999-09-12|2.0|2017-09-03|Individual||960.8409962620934|19.216819925241868|fr-CA|In Person|0||2015-01-13
11|Bud|Ranklin|||||||559-807-3145|1998-01-03|2.0|2015-09-18|Individual||9473.14098345725|189.462819669145|fr-CA|Online|0||2016-04-17
237|Granger|Siccombe|||||||918-330-6888|1981-05-29|2.0|2017-12-02|Individual||7985.013085114427|159.70026170228854|fr-CA|In Person|1|Trans Youth Mentorship|2017-07-27
319|Carleton|Nutton|||||||707-555-6310|1986-04-10|6.0|2015-04-28|Individual||8902.583252712267|178.05166505424535|en-CA|In Person|0||2017-06-26
682|Alene|Tebald|||||||949-857-5966|1994-09-25|7.0|2016-01-06|Individual||6811.851886047353|136.23703772094706|fr-CA|Online|0||2016-05-20
177|Nico|Humbatch|||||||602-367-9374|1979-08-13|5.0|2016-05-10|Individual||5568.844100194498|111.37688200388997|fr-CA|Online|0||2015-07-18
702|Darda|Marchington|||||||859-606-4109|1994-05-17|1.0|2015-02-15|Individual||684.6062748925788|13.692125497851576|fr-CA|Online|0||2015-08-03
481|Lucille|Philipeaux|||||||713-866-9265|1997-06-25|4.0|2015-06-22|Individual||5473.30596883691|109.4661193767382|fr-CA|In Person|1|New Comer Settlement Services|2016-02-05
476|Sisile|Stachini|||||||602-239-2150|1993-01-03|3.0|2015-08-13|Individual||2022.7909053116043|40.45581810623209|fr-CA|In Person|0||2015-08-01
850|Briano|Siggin|||||||707-149-9280|1998-06-16|3.0|2016-07-01|Individual||8708.731746693042|174.17463493386083|fr-CA|In Person|1|Sunday Drop In|2015-06-13
594|Dyanna|Onthank|||||||518-742-4297|1996-08-18|4.0|2015-01-20|Individual||4759.208264939824|95.18416529879649|fr-CA|In Person|0||2016-09-19
410|Mirabelle|Curtin|||||||404-137-8278|1988-04-04|10.0|2016-02-07|Individual||969.4159483590955|19.38831896718191|en-CA|In Person|1|Family Resource Centre|2017-04-21
7|Bram|Emanuele|||||||847-458-0397|1979-04-12|7.0|2016-03-24|Individual||6479.450017433552|129.58900034867105|fr-CA|Online|1|Meal Trans|2016-01-10
305|Naoma|Shipton|||||||208-120-5527|1987-10-02|6.0|2016-04-23|Individual||6401.488082092866|128.0297616418573|fr-CA|In Person|0||2016-12-21
458|Maxi|Graith||||||||||2016-01-09|Individual||5471.625337402208|109.43250674804416|en-CA|Online|0||2015-04-20
943|Yalonda|Self|||||||480-674-8784|1997-03-06|1.0|2015-11-11|Individual||1850.87630802439|37.017526160487805|fr-CA|Online|1|Meal Trans|2017-05-25
390|Lura|Eckly|||||||850-180-0047|1983-01-28|9.0|2016-03-02|Individual||6942.536475395286|138.85072950790573|fr-CA|In Person|0||2015-05-19
795|Marlon|Dyhouse|||||||972-579-9883|1987-12-07|1.0|2015-01-10|Individual||4870.631471623571|97.41262943247142|en-CA|Online|0||2016-08-10
51|Hamilton|Maraga|||||||718-694-4246|1983-07-08|8.0|2017-08-05|Individual||9477.501298050216|189.55002596100434|en-CA|Online|1|New Comer Settlement Services|2015-07-10
434|Sharai|Tarr|||||||617-360-3146|1992-12-14|1.0|2015-04-21|Individual||2702.7141670052315|54.05428334010463|fr-CA|In Person|1|Sunday Drop In|2015-10-04
31|Jammal|See|||||||801-508-2524|1994-12-06|3.0|2015-08-13|Individual||8988.253036526483|179.76506073052965|en-CA|In Person|1|Family Resource Centre|2017-08-20
949|Ivar|Goldney|||||||352-560-7198|1980-09-01|8.0|2016-01-15|Individual||8814.461628166058|176.28923256332118|fr-CA|In Person|0||2015-11-16
896|Constance|Hargitt|||||||412-212-6095|1998-05-06|6.0|2017-06-13|Individual||4358.5813500742215|87.17162700148444|fr-CA|In Person|0||2015-03-20
667|Mamie|Postgate|||||||757-739-1901|1997-04-08|1.0|2015-05-19|Individual||7701.424252963768|154.02848505927537|fr-CA|In Person|0||2015-10-03
860|Lennie|Tustin||||||||||2017-06-02|Individual||2024.7103019737256|40.49420603947451|fr-CA|Online|1|Meal Trans|2016-05-28
805|Lewes|Jagiela|||||||215-874-4189|1998-01-22|9.0|2015-09-09|Individual||3148.9768273423947|62.979536546847896|fr-CA|Online|0||2017-02-12
900|Lincoln|Tanser|||||||812-298-3663|1983-02-22|1.0|2016-02-20|Individual||9398.79468595191|187.97589371903823|en-CA|Online|0||2015-03-14
309|Lynnelle|Berthot|||||||318-524-5303|1996-06-29|9.0|2015-09-05|Individual||2479.3642254834635|49.587284509669274|en-CA|Online|0||2015-07-06
140|Lilah|Heinish|||||||317-187-6009|1985-01-22|6.0|2015-08-27|Individual||4125.627442867711|82.51254885735422|fr-CA|In Person|0||2016-04-27
91|Freeman|Yarrall|||||||212-536-5146|1985-01-28|9.0|2015-11-11|Individual||9527.771410405658|190.55542820811317|fr-CA|Online|1|New Comer Settlement Services|2017-01-24
363|Germana|Walburn|||||||408-942-2114|1981-07-04|8.0|2015-09-26|Individual||3857.527239526098|77.15054479052196|en-CA|In Person|1|Meal Trans|2015-12-02
666|Janene|Ditzel|||||||231-446-2910|1989-02-27|3.0|2016-03-14|Individual||602.5519055358446|12.051038110716894|fr-CA|Online|1|Legal Clinic|2017-08-22
357|Timothy|Attrie|||||||817-102-5028|1982-04-16|9.0|2015-11-14|Individual||4648.085131923802|92.96170263847604|fr-CA|In Person|0||2016-03-07
427|Lauren|Dutch|||||||859-292-2973|1991-09-19|8.0|2016-09-06|Individual||6159.914238827104|123.19828477654208|en-CA|In Person|1|Trans Youth Mentorship|2017-12-26
244|Aviva|Scrine|||||||859-861-1786|1998-04-28|5.0|2016-09-24|Individual||2002.5342371370036|40.050684742740074|fr-CA|Online|0||2015-01-14
962|Adelice|Thurling|||||||515-555-1719|1986-12-01|7.0|2017-04-25|Individual||7717.902318921681|154.35804637843364|fr-CA|In Person|0||2015-07-02
114|Sukey|Corcut|||||||952-150-7642|1989-04-18|6.0|2016-10-12|Individual||1447.8517604848225|28.95703520969645|fr-CA|Online|0||2016-09-15
637|Marylou|Liddell|||||||213-988-7429|1982-01-20|8.0|2015-03-18|Individual||6146.455135994325|122.9291027198865|fr-CA|Online|0||2017-11-15
813|Briana|Aylmore|||||||719-192-7199|1982-07-30|7.0|2015-04-17|Individual||4668.297696190702|93.36595392381403|en-CA|In Person|1|Trans Youth Mentorship|2015-03-10
437|Rolland|Northey|||||||317-846-4530|1982-07-15|5.0|2016-04-16|Individual||9523.72226976283|190.4744453952566|en-CA|In Person|0||2016-02-27
540|Reinwald|Lovel|||||||410-808-9057|1981-02-12|7.0|2015-02-22|Individual||537.3091273937646|10.746182547875291|fr-CA|Online|0||2017-05-23
99|Blakelee|Iacobassi|||||||503-121-8046|1987-02-17|8.0|2017-02-03|Individual||4374.8822580919505|87.49764516183902|fr-CA|In Person|1|Family Resource Centre|2016-02-15
140|Lilah|Heinish|||||||317-187-6009|1985-01-22|6.0|2015-08-27|Individual||3724.289062061659|74.48578124123318|fr-CA|Online|1|Meal Trans|2015-04-18
484|Umeko|Coppard|||||||414-463-2525|1995-06-23|6.0|2015-01-23|Individual||6768.344808064817|135.36689616129632|fr-CA|Online|1|Meal Trans|2015-01-02
784|Ermanno|Tribell|||||||904-240-8187|1989-03-25|7.0|2015-12-20|Individual||9144.551504489064|182.89103008978128|fr-CA|Online|0||2017-10-21
939|Lela|Brotherhead|||||||712-240-9472|1984-04-23|5.0|2015-08-17|Individual||3275.2441468911734|65.50488293782347|en-CA|In Person|1|Family Resource Centre|2015-02-25
158|Bird|Probbin|||||||408-660-7510|1987-04-08|6.0|2016-10-28|Individual||2651.209325460712|53.024186509214246|fr-CA|Online|1|Sunday Drop In|2016-11-08
614|Nelly|Maultby|||||||847-475-1135|1996-12-21|7.0|2015-03-19|Individual||3898.249714850345|77.9649942970069|fr-CA|Online|1|Sunday Drop In|2016-05-12
982|Norry|Wherton|||||||314-418-2593|1994-06-09|4.0|2016-11-17|Individual||9038.455113489928|180.76910226979857|fr-CA|Online|0||2016-07-28
654|Alberta|Johnsey|||||||210-740-3027|1989-03-18|7.0|2016-03-08|Individual||1136.3458210105855|22.72691642021171|fr-CA|Online|0||2015-11-16
628|Zahara|Opdenort|||||||916-910-6186|1998-09-05|9.0|2016-05-07|Individual||274.76110350990996|5.495222070198199|en-CA|Online|1|Trans Youth Mentorship|2015-11-07
175|Nolly|Elan||||||||||2016-10-24|Individual||9163.328714790294|183.26657429580587|en-CA|In Person|0||2016-09-21
239|Jacinda|Capstack|||||||512-457-2374|1996-10-31|7.0|2016-07-19|Individual||8465.594463949614|169.31188927899228|en-CA|In Person|1|Meal Trans|2017-11-01
1000|Amanda|Tureville|||||||941-884-4236|1994-09-22|6.0|2015-04-02|Individual||9809.784114225378|196.19568228450757|en-CA|Online|0||2017-02-14
622|Meaghan|Dyble|||||||941-235-7426|1995-09-07|7.0|2017-04-10|Individual||5923.94234452813|118.47884689056261|fr-CA|In Person|1|Meal Trans|2015-03-08
509|Haven|Cristofalo|||||||518-680-2712|1990-03-12|4.0|2015-09-01|Individual||8382.665926188167|167.65331852376335|en-CA|Online|1|Meal Trans|2015-11-06
589|Dael|Nekrews|||||||224-701-9949|1990-01-04|7.0|2017-11-28|Individual||1244.301029847428|24.886020596948562|fr-CA|In Person|0||2017-11-28
111|Madalena|Abbess|||||||225-817-0686|1977-03-17|8.0|2016-01-08|Individual||5730.564260535412|114.61128521070825|fr-CA|In Person|0||2015-06-07
890|Bealle|Vasyutin|||||||213-579-6291|1984-05-13|10.0|2015-09-10|Individual||5892.536335231693|117.85072670463386|en-CA|Online|0||2017-09-06
111|Madalena|Abbess|||||||225-817-0686|1977-03-17|8.0|2016-01-08|Individual||7992.361452274235|159.84722904548468|en-CA|Online|1|Family Resource Centre|2015-04-10
622|Meaghan|Dyble|||||||941-235-7426|1995-09-07|7.0|2017-04-10|Individual||116.94954638396878|2.3389909276793754|fr-CA|Online|1|Family Resource Centre|2015-04-26
466|Lorain|Turfes|||||||559-429-1436|1997-02-03|9.0|2015-04-06|Individual||6303.180319653461|126.06360639306922|fr-CA|In Person|1|Family Resource Centre|2016-10-05
75|Ambrose|Motion|||||||617-550-0662|1981-02-06|4.0|2016-02-07|Individual||2505.540188359064|50.11080376718128|fr-CA|Online|1|Sunday Drop In|2016-01-11
557|Gretal|Dunstan|||||||337-725-0079|1980-07-31|3.0|2016-02-25|Individual||2666.0771869349|53.321543738698004|en-CA|Online|0||2017-07-27
936|Lannie|Brech|||||||210-124-4650|1983-05-19|2.0|2016-06-25|Individual||536.3526612388393|10.727053224776787|en-CA|Online|1|New Comer Settlement Services|2016-03-01
756|Libby|Nodes|||||||863-650-8339|1988-08-30|8.0|2017-05-03|Individual||2175.7231318966774|43.51446263793355|en-CA|Online|1|Family Resource Centre|2017-01-26
471|Massimo|Buxton|||||||813-934-7548|1985-06-27|8.0|2017-08-26|Individual||7144.329663480886|142.88659326961772|fr-CA|In Person|0||2015-12-02
887|Bernelle|Ren|||||||202-531-4252|1990-05-06|8.0|2016-09-05|Individual||6409.191574847365|128.1838314969473|fr-CA|In Person|1|Meal Trans|2015-05-17
860|Zechariah|Briar|||||||916-608-7714|1994-11-12|9.0|2017-01-25|Individual||5729.8353141064135|114.59670628212827|fr-CA|In Person|1|Trans Youth Mentorship|2016-10-26
185|Lewie|Prozillo|||||||216-250-6870|1995-04-30|4.0|2017-02-15|Individual||1995.419109722824|39.90838219445648|fr-CA|Online|1|Legal Clinic|2015-08-07
768|Nert|Darnborough|||||||775-593-6957|1981-09-22|1.0|2017-09-09|Individual||5479.388351868454|109.58776703736909|fr-CA|Online|0||2015-02-05
936|Jeanne|Hayers|||||||334-939-5998|1989-06-08|8.0|2016-01-16|Individual||8215.493180391024|164.3098636078205|fr-CA|Online|1|New Comer Settlement Services|2017-08-12
760|Iggy|Cator|||||||303-643-2909|1986-05-03|3.0|2016-08-23|Individual||292.34804835992423|5.846960967198485|en-CA|In Person|1|Sunday Drop In|2017-11-09
566|Mirabelle|Goade|||||||419-673-2400|1985-11-26|8.0|2016-07-28|Individual||5604.324261869859|112.08648523739717|en-CA|Online|0||2017-08-24
