,address_line,birth_date,city,country,email,first_name,full_address,join_date,last_name,latitude,longitude,member_id,membership_length,phone_number,postal_code,state
229,90 EASTDALE AVENUE UNIT 1002,1979-07-27,EAST YORK,Canada,whawket6d@rediff.com,Wood,"90 EASTDALE AVENUE UNIT 1002 , EAST YORK , ON",2017-07-12,Hawket,,,826,1.0,907-761-4402,M4C5A2,ON
230,135 DEWHURST BLVD,1992-02-26,EAST YORK,Canada,tglendining6e@list-manage.com,Trescha,"135 DEWHURST BLVD , EAST YORK , ON",2017-12-21,Glendining,,,766,8.0,410-651-9205,M4J3J8,ON
231,135 DEWHURST BLVD,1984-07-07,EAST YORK,Canada,clewisham6f@ed.gov,Constantin,"135 DEWHURST BLVD , EAST YORK , ON",2017-06-14,Lewisham,,,616,1.0,704-291-2292,M4J3J8,ON
232,281 MUTUAL STREET UNIT 2803,1989-06-08,TORONTO,Canada,jhayers6g@nydailynews.com,Jeanne,"281 MUTUAL STREET UNIT 2803 , TORONTO , ON",2016-01-16,Hayers,,,936,8.0,334-939-5998,M4Y3C4,ON
233,35 EDGEWOOD GROVE,1996-08-18,TORONTO,Canada,donthank6h@tripod.com,Dyanna,"35 EDGEWOOD GROVE , TORONTO , ON",2015-01-20,Onthank,,,594,4.0,518-742-4297,M4L1X8,ON
234,512-53 THORNCLIFFE PARK DR,1995-07-24,EAST YORK,Canada,pallix6i@amazonaws.com,Phyllida,"512-53 THORNCLIFFE PARK DR , EAST YORK , ON",2015-12-14,Allix,,,96,5.0,254-570-5935,M4H1L1,ON
235,50 THORNCLIFFE PARK DR D,1980-04-08,TORONTO,Canada,akuhnert6j@flickr.com,Arlette,"50 THORNCLIFFE PARK DR D , TORONTO , ON",2017-08-10,Kuhnert,,,913,8.0,858-664-5495,M4H1K4,ON
236,APT 319-130 EGLINTON AVE EAST,1979-04-26,TORONTO,Canada,dmasterson6k@mysql.com,Den,"APT 319-130 EGLINTON AVE EAST , TORONTO , ON",2015-04-14,Masterson,,,230,8.0,559-116-3754,M4P2X9,ON
237,319-396 AVENUE ROAD,1976-12-15,TORONTO,Canada,egodson6l@ning.com,Ekaterina,"319-396 AVENUE ROAD , TORONTO , ON",2016-09-28,Godson,,,946,8.0,602-264-0300,M4V2H5,ON
238,11 DEAL AVE,1998-02-17,TORONTO,Canada,mjelf6m@yellowbook.com,Matthew,"11 DEAL AVE , TORONTO , ON",2016-03-07,Jelf,,,816,6.0,702-900-7551,M4N2S8,ON
239,11 DEAL AVE,1982-10-28,TORONTO,Canada,cpinn6n@wikimedia.org,Cris,"11 DEAL AVE , TORONTO , ON",2016-06-10,Pinn,,,550,4.0,305-719-1809,M4N2S8,ON
240,93 DOUGLAS DR,1998-03-09,TORONTO,Canada,hsimenel6o@webs.com,Harlin,"93 DOUGLAS DR , TORONTO , ON",2015-08-26,Simenel,,,898,8.0,203-143-8031,M4W2B2,ON
241,208-2 SWIFT DR,1978-05-06,NORTH YORK,Canada,sarkil6p@earthlink.net,Sherrie,"208-2 SWIFT DR , NORTH YORK , ON",2016-01-11,Arkil,,,60,10.0,773-183-7454,M4A2A2,ON
242,58 HOLMSTEAD AVE,1981-05-20,EAST YORK,Canada,dyeeles6q@phpbb.com,Dannel,"58 HOLMSTEAD AVE , EAST YORK , ON",2016-12-17,Yeeles,,,38,7.0,904-526-6816,M4B1T2,ON
243,2 BLYTH DALE RD.,1999-08-15,TORONTO,Canada,lfillgate6r@imgur.com,Lela,"2 BLYTH DALE RD. , TORONTO , ON",2017-07-16,Fillgate,,,364,9.0,402-603-4209,M4N3M2,ON
244,710-100 COSBURN AVE,1988-01-07,EAST YORK,Canada,ofritter6s@redcross.org,Orion,"710-100 COSBURN AVE , EAST YORK , ON",2015-09-08,Fritter,,,67,6.0,205-551-8686,M4K2G7,ON
245,5-240 WELLESLEY ST E,1989-05-14,TORONTO,Canada,dshakesbye6t@livejournal.com,Darrell,"5-240 WELLESLEY ST E , TORONTO , ON",2017-02-27,Shakesbye,,,292,7.0,417-737-5439,M4X1G5,ON
246,25 LASCELLES BLVD APT 1404,,TORONTO,,cmaclucais6u@chron.com,Caro,"25 LASCELLES BLVD APT 1404 , TORONTO , ON",2015-09-13,MacLucais,,,309,,,M4V2C1,ON
247,820-550 JARVIS ST,1979-04-12,TORONTO,Canada,bemanuele6v@sciencedirect.com,Bram,"820-550 JARVIS ST , TORONTO , ON",2016-03-24,Emanuele,,,7,7.0,847-458-0397,M4Y2H9,ON
248,1355 DANFORTH AVE FLOOR 2,1980-04-05,TORONTO,Canada,mkerner6w@tumblr.com,Mellie,"1355 DANFORTH AVE FLOOR 2 , TORONTO , ON",2016-05-15,Kerner,,,511,9.0,612-653-9537,M4J1N1,ON
249,102 BLYTHWOOD RD,1981-06-19,TORONTO,Canada,hianson6x@tinypic.com,Hadley,"102 BLYTHWOOD RD , TORONTO , ON",2017-06-28,I'anson,,,28,4.0,626-594-8488,M4N1A4,ON
250,4-77 MUNRO ST,1987-10-02,TORONTO,Canada,nshipton6y@wisc.edu,Naoma,"4-77 MUNRO ST , TORONTO , ON",2016-04-23,Shipton,,,305,6.0,208-120-5527,M4M2S7,ON
251,1061 GERRARD ST E,1998-11-12,TORONTO,Canada,aralfe6z@salon.com,Alfons,"1061 GERRARD ST E , TORONTO , ON",2017-07-14,Ralfe,,,429,1.0,318-518-4485,M4M1Z7,ON
252,11 CRESCENT TOWN ROAD APT 424,1995-08-18,TORONTO,Canada,fdomegan70@yahoo.com,Fitzgerald,"11 CRESCENT TOWN ROAD APT 424 , TORONTO , ON",2016-06-24,Domegan,,,820,9.0,718-413-3913,M4C5L9,ON
253,11 CRESCENT TOWN ROAD APT 424,1983-06-08,TORONTO,Canada,jcotte71@columbia.edu,Jard,"11 CRESCENT TOWN ROAD APT 424 , TORONTO , ON",2017-05-02,Cotte,,,841,6.0,614-990-2745,M4C5L9,ON
254,2-104 KIPPENDAVIE AVE,1990-09-30,TORONTO,Canada,kdesforges72@narod.ru,Kristin,"2-104 KIPPENDAVIE AVE , TORONTO , ON",2016-07-11,Desforges,,,559,8.0,313-372-9685,M4L3R5,ON
255,433 JARVIS ST,1989-05-30,TORONTO,Canada,egallamore73@patch.com,Elayne,"433 JARVIS ST , TORONTO , ON",2017-10-12,Gallamore,,,615,10.0,716-379-2826,M4Y2G9,ON
256,231 GLENROSE AVE,1993-12-28,TORONTO,Canada,tmallabone74@acquirethisname.com,Theobald,"231 GLENROSE AVE , TORONTO , ON",2017-10-02,Mallabone,,,207,8.0,646-778-1069,M4T1L1,ON
257,44 BEACHVIEW CRES,1979-12-09,TORONTO,Canada,ecase75@youtube.com,Eugen,"44 BEACHVIEW CRES , TORONTO , ON",2017-07-15,Case,,,425,2.0,717-819-6322,M4E2L5,ON
258,2309-47 THORNCLIFFE PARK DR,1983-05-25,EAST YORK,Canada,dannandale76@friendfeed.com,Demetra,"2309-47 THORNCLIFFE PARK DR , EAST YORK , ON",2016-02-17,Annandale,,,999,1.0,816-467-7331,M4H1J5,ON
259,304-49 THORNCLIFFE PARK DR,1994-09-01,EAST YORK,Canada,gbunney77@technorati.com,Gisella,"304-49 THORNCLIFFE PARK DR , EAST YORK , ON",2017-12-19,Bunney,,,907,1.0,813-916-9601,M4H1J6,ON
260,711-9 CRESCENT PL,1984-02-23,EAST YORK,Canada,mciotto78@topsy.com,Mehetabel,"711-9 CRESCENT PL , EAST YORK , ON",2016-09-23,Ciotto,,,174,10.0,414-445-4550,M4C5L8,ON
261,133 BROADWAY AVE UNIT 8,1980-04-25,TORONTO,Canada,adorant79@icq.com,Abbey,"133 BROADWAY AVE UNIT 8 , TORONTO , ON",2016-07-05,Dorant,,,143,4.0,415-508-7188,M4P1V5,ON
262,53 THORNCLIFFE PRK A610,1980-09-29,EAST YORK,Canada,locullinane7a@state.tx.us,Leah,"53 THORNCLIFFE PRK A610 , EAST YORK , ON",2015-07-25,O'Cullinane,,,938,2.0,407-558-4939,M4H1L1,ON
263,506-275 MAIN ST,1977-03-09,TORONTO,Canada,jsatterlee7b@oracle.com,Joyce,"506-275 MAIN ST , TORONTO , ON",2016-12-16,Satterlee,,,542,6.0,229-298-5856,M4C4X4,ON
264,4-85 BLOOR ST E,1984-12-25,TORONTO,Canada,ppenelli7c@wikimedia.org,Pearla,"4-85 BLOOR ST E , TORONTO , ON",2015-07-01,Penelli,,,971,6.0,772-368-2267,M4W3Y1,ON
265,93 CAITHNESS AVE,1977-06-15,TORONTO,Canada,pmacbey7d@hhs.gov,Piotr,"93 CAITHNESS AVE , TORONTO , ON",2015-04-23,MacBey,,,948,4.0,330-419-8238,M4S3X9,ON
266,302-250 ST COAIR AVE W,1995-04-23,TORONTO,Canada,lterne7e@reddit.com,Linnell,"302-250 ST COAIR AVE W , TORONTO , ON",2015-08-28,Terne,,,511,3.0,754-227-7320,M4V1R6,ON
267,206-69 GAMBLE AVE,1981-10-08,TORONTO,Canada,cmcgirr7f@yandex.ru,Cobby,"206-69 GAMBLE AVE , TORONTO , ON",2017-10-19,McGirr,,,692,9.0,562-210-1953,M4K2H4,ON
268,61 HARCOURT AVE,1988-06-22,TORONTO,Canada,bmaxted7g@bbb.org,Basilio,"61 HARCOURT AVE , TORONTO , ON",2016-09-11,Maxted,,,722,3.0,559-562-4515,M4J1J3,ON
269,61 HARCOURT AVE,1981-07-25,TORONTO,Canada,orowsell7h@macromedia.com,Olia,"61 HARCOURT AVE , TORONTO , ON",2016-05-19,Rowsell,,,425,4.0,512-954-3681,M4J1J3,ON
270,56 HEATH ST W,1998-06-16,TORONTO,Canada,bsiggin7i@infoseek.co.jp,Briano,"56 HEATH ST W , TORONTO , ON",2016-07-01,Siggin,,,850,3.0,707-149-9280,M4V1T4,ON
271,56 HEATH ST W,1982-01-15,TORONTO,Canada,tskylett7j@imageshack.us,Tierney,"56 HEATH ST W , TORONTO , ON",2015-07-14,Skylett,,,534,7.0,757-690-1449,M4V1T4,ON
272,1809 - 118 BALLIOL STREET,1986-02-25,TORONTO,Canada,ccamplen7k@tiny.cc,Cecilius,"1809 - 118 BALLIOL STREET , TORONTO , ON",2016-05-05,Camplen,,,928,7.0,815-393-6694,M4S0A9,ON
273,619-111 ST CLAIR AVE W,1989-02-12,TORONTO,Canada,eharme7l@4shared.com,Eric,"619-111 ST CLAIR AVE W , TORONTO , ON",2017-04-21,Harme,,,574,7.0,913-265-0186,M4V1N5,ON
274,A-360 OCONNOR DR,,EAST YORK,,wliley7m@discuz.net,Walden,"A-360 OCONNOR DR , EAST YORK , ON",2016-01-11,Liley,,,90,,,M4J2V5,ON
275,420 MORTIMER AVE,,TORONTO,,arobert7n@google.com.hk,Angelo,"420 MORTIMER AVE , TORONTO , ON",2015-01-05,Robert,,,507,,,M4J2E9,ON
276,1700 EGLINTON AVE EAST,1982-11-25,TORONTO,Canada,clewing7o@wikipedia.org,Cloris,"1700 EGLINTON AVE EAST , TORONTO , ON",2015-10-13,Lewing,,,892,8.0,920-716-3455,M4A2X4,ON
277,989 DUNDAS ST EAST,1998-04-28,TORONTO,Canada,ascrine7p@shinystat.com,Aviva,"989 DUNDAS ST EAST , TORONTO , ON",2016-09-24,Scrine,,,244,5.0,859-861-1786,M4M1R6,ON
278,2411 47 THORNCLISSE PARK DR,,EAST YORK,,cavrahm7q@stanford.edu,Carlota,"2411 47 THORNCLISSE PARK DR , EAST YORK , ON",2015-12-04,Avrahm,,,944,,,M4H1J5,ON
279,5-17 CARLAW AVE,1988-08-30,TORONTO,Canada,lnodes7r@usa.gov,Libby,"5-17 CARLAW AVE , TORONTO , ON",2017-05-03,Nodes,,,756,8.0,863-650-8339,M4M2R6,ON
280,1104-160 BALMORAL AVE,1999-05-21,TORONTO,Canada,mdouble7s@cloudflare.com,Matthaeus,"1104-160 BALMORAL AVE , TORONTO , ON",2017-12-16,Double,,,601,5.0,317-227-8974,M4V1J7,ON
281,14 NORWOOD TERR,1979-11-25,TORONTO,Canada,bhamer7t@pbs.org,Britt,"14 NORWOOD TERR , TORONTO , ON",2016-01-20,Hamer,,,200,9.0,713-604-2729,M4E2G9,ON
282,1-20 ROSELAWN AVE,1987-04-08,TORONTO,Canada,bprobbin7u@utexas.edu,Bird,"1-20 ROSELAWN AVE , TORONTO , ON",2016-10-28,Probbin,,,158,6.0,408-660-7510,M4R1E4,ON
283,44 CHARLES ST WEST APT 1702,1979-08-11,TORONTO,Canada,ptimpany7v@engadget.com,Paten,"44 CHARLES ST WEST APT 1702 , TORONTO , ON",2015-04-22,Timpany,,,263,10.0,706-395-0281,M4Y1R7,ON
284,A-58 HASTINGS AVE,1989-05-01,TORONTO,Canada,mgee7w@over-blog.com,Marja,"A-58 HASTINGS AVE , TORONTO , ON",2017-11-26,Gee,,,439,3.0,316-613-8747,M4L2L2,ON
285,A-58 HASTINGS AVE,,TORONTO,,ubayne7x@toplist.cz,Ulises,"A-58 HASTINGS AVE , TORONTO , ON",2015-08-06,Bayne,,,958,,,M4L2L2,ON
286,5 ST JOSEPH ST #1703,1993-03-16,TORONTO,Canada,fpicford7y@1688.com,Fremont,"5 ST JOSEPH ST #1703 , TORONTO , ON",2016-01-01,Picford,,,275,4.0,513-634-6459,M4Y0B6,ON
287,5 ST JOSEPH ST #1703,,TORONTO,,aaleksashin7z@europa.eu,Alice,"5 ST JOSEPH ST #1703 , TORONTO , ON",2016-04-02,Aleksashin,,,803,,,M4Y0B6,ON
288,204 ST CLAIR AVE W,1996-02-07,TORONTO,Canada,awesterman80@vkontakte.ru,Anne-marie,"204 ST CLAIR AVE W , TORONTO , ON",2015-11-09,Westerman,,,131,10.0,559-858-4636,M4V1R2,ON
289,208-39 ROEHAMPTON AVE,,TORONTO,,spilcher81@example.com,Sileas,"208-39 ROEHAMPTON AVE , TORONTO , ON",2017-12-12,Pilcher,,,2,,,M4P1P9,ON
290,208-39 ROEHAMPTON AVE,,TORONTO,,eeby82@cmu.edu,Erie,"208-39 ROEHAMPTON AVE , TORONTO , ON",2015-06-28,Eby,,,790,,,M4P1P9,ON
291,615-105 ISABELLA ST,1994-05-05,TORONTO,Canada,hendacott83@homestead.com,Harri,"615-105 ISABELLA ST , TORONTO , ON",2016-05-07,Endacott,,,352,10.0,352-927-4335,M4Y1N9,ON
292,520-10 GOWER STREET,1991-09-01,EAST YORK,Canada,dchown84@dmoz.org,Dianna,"520-10 GOWER STREET , EAST YORK , ON",2015-05-13,Chown,,,771,1.0,702-713-6568,M4B3M3,ON
293,35 WOODVILLE AVE,1990-01-04,EAST YORK,Canada,dnekrews85@jimdo.com,Dael,"35 WOODVILLE AVE , EAST YORK , ON",2017-11-28,Nekrews,,,589,7.0,224-701-9949,M4K2J5,ON
294,308-80 GOWAN AVE,1991-01-10,TORONTO,Canada,pnotton86@apache.org,Pris,"308-80 GOWAN AVE , TORONTO , ON",2015-11-22,Notton,,,646,4.0,910-627-4720,M4K2E1,ON
295,174 WAVERLEY RD,1984-02-02,TORONTO,Canada,lgoldsworthy87@ycombinator.com,Lawton,"174 WAVERLEY RD , TORONTO , ON",2015-04-24,Goldsworthy,,,782,2.0,949-989-1170,M4L3T3,ON
296,6-292 GREENWOOD AVE,1977-06-10,TORONTO,Canada,rchew88@netscape.com,Ramsey,"6-292 GREENWOOD AVE , TORONTO , ON",2015-10-04,Chew,,,453,4.0,559-837-0466,M4L2R7,ON
297,188 GLENVALE BLVD,1992-12-07,EAST YORK,Canada,tcrossby89@exblog.jp,Torrie,"188 GLENVALE BLVD , EAST YORK , ON",2017-07-05,Crossby,,,202,5.0,704-261-2540,M4G2W6,ON
298,9-110 ERSKINE AVE,1992-06-17,TORONTO,Canada,lcothey8a@squidoo.com,Lombard,"9-110 ERSKINE AVE , TORONTO , ON",2015-03-19,Cothey,,,515,6.0,202-763-3368,M4P1Y4,ON
299,1208-155 BALLIOL ST,1998-03-27,TORONTO,Canada,bida8b@engadget.com,Bambie,"1208-155 BALLIOL ST , TORONTO , ON",2016-11-17,Ida,,,791,8.0,760-670-4821,M4S1C4,ON
300,3-9 BOARDWALK DR,1984-03-21,TORONTO,Canada,ljacques8c@ezinearticles.com,Lenore,"3-9 BOARDWALK DR , TORONTO , ON",2016-09-24,Jacques,,,195,8.0,717-882-0079,M4L6T1,ON
301,3-9 BOARDWALK DR,1999-05-02,TORONTO,Canada,pmorehall8d@walmart.com,Padraig,"3-9 BOARDWALK DR , TORONTO , ON",2016-01-08,Morehall,,,1,5.0,903-462-0375,M4L6T1,ON
302,68 PARKVIEW HILL CRES,1976-12-16,EAST YORK,Canada,askayman8e@tiny.cc,Alex,"68 PARKVIEW HILL CRES , EAST YORK , ON",2017-11-15,Skayman,,,390,10.0,786-177-2119,M4B1P9,ON
303,81 MORTIMER AVE,1986-05-03,TORONTO,Canada,icator8f@engadget.com,Iggy,"81 MORTIMER AVE , TORONTO , ON",2016-08-23,Cator,,,760,3.0,303-643-2909,M4K2A2,ON
304,1070 QUEEN ST EAST APT 202,1979-05-18,TORONTO,Canada,rleipold8g@cbslocal.com,Rickard,"1070 QUEEN ST EAST APT 202 , TORONTO , ON",2016-12-18,Leipold,,,975,4.0,727-372-0015,M4M3M4,ON
305,202-1070 QUEEN ST E,1977-09-21,TORONTO,Canada,whuyghe8h@scribd.com,Wakefield,"202-1070 QUEEN ST E , TORONTO , ON",2015-12-06,Huyghe,,,449,7.0,720-792-7709,M4M3M4,ON
306,6 WOODVALE CRES,1992-03-27,EAST YORK,Canada,asparry8i@cdc.gov,Albert,"6 WOODVALE CRES , EAST YORK , ON",2017-03-18,Sparry,,,416,8.0,770-264-2777,M4C5N5,ON
307,6 WOODVALE CRES,1993-03-14,EAST YORK,Canada,cscopes8j@vistaprint.com,Cacilie,"6 WOODVALE CRES , EAST YORK , ON",2017-02-08,Scopes,,,26,3.0,702-685-1263,M4C5N5,ON
308,75 EASTDALE AVE 617,1994-12-04,TORONTO,Canada,pwoollam8k@friendfeed.com,Porter,"75 EASTDALE AVE 617 , TORONTO , ON",2016-05-09,Woollam,,,679,7.0,646-880-4726,M4C5N3,ON
309,75 EASTDALE AVE 617,1983-06-21,TORONTO,Canada,dskipperbottom8l@fema.gov,Davide,"75 EASTDALE AVE 617 , TORONTO , ON",2017-05-06,Skipperbottom,,,669,5.0,716-188-2972,M4C5N3,ON
310,305-7 STAG HILL DR,1993-09-28,TORONTO,Canada,lhainning8m@123-reg.co.uk,Lawry,"305-7 STAG HILL DR , TORONTO , ON",2015-12-11,Hainning,,,685,5.0,415-935-0619,M4B1K7,ON
311,163 CASTLEFIELD AVE   BASEMENT APT,1990-03-13,TORONTO,Canada,cpruvost8n@businessweek.com,Chicky,"163 CASTLEFIELD AVE   BASEMENT APT , TORONTO , ON",2015-07-14,Pruvost,,,287,8.0,602-964-5691,M4R1G6,ON
312,19 WANLESS CRES,1998-05-19,TORONTO,Canada,xwinfrey8o@tinyurl.com,Xavier,"19 WANLESS CRES , TORONTO , ON",2015-01-17,Winfrey,,,316,5.0,818-821-2371,M4N3B6,ON
313,19 WANLESS CRES,1999-10-19,TORONTO,Canada,awhines8p@google.com.au,Ario,"19 WANLESS CRES , TORONTO , ON",2017-07-07,Whines,,,243,5.0,501-850-1254,M4N3B6,ON
314,310-516 DAWES RD,1994-11-10,TORONTO,Canada,emcmenamy8q@barnesandnoble.com,Ethelind,"310-516 DAWES RD , TORONTO , ON",2015-02-15,McMenamy,,,183,7.0,202-791-8397,M4B2E9,ON
315,2575 DANFORTH AVE 1107,1986-01-31,TORONTO,Canada,csummerbell8r@networksolutions.com,Carlene,"2575 DANFORTH AVE 1107 , TORONTO , ON",2016-09-20,Summerbell,,,882,1.0,718-905-8536,M4C1L5,ON
316,79 LANGFORD AVE,1985-11-26,TORONTO,Canada,mgoade8s@youtu.be,Mirabelle,"79 LANGFORD AVE , TORONTO , ON",2016-07-28,Goade,,,566,8.0,419-673-2400,M4J3E5,ON
317,79 LANGFORD AVE,1995-01-09,TORONTO,Canada,dkuhnhardt8t@zimbio.com,Dallis,"79 LANGFORD AVE , TORONTO , ON",2016-10-18,Kuhnhardt,,,96,4.0,754-680-5534,M4J3E5,ON
318,149-415 JARVIS ST,1983-07-24,TORONTO,Canada,ooxbe8u@usa.gov,Oralee,"149-415 JARVIS ST , TORONTO , ON",2016-10-27,Oxbe,,,361,7.0,816-614-9439,M4Y3C1,ON
319,406-111 ST CLAIR AVE W,1982-07-30,TORONTO,Canada,baylmore8v@foxnews.com,Briana,"406-111 ST CLAIR AVE W , TORONTO , ON",2015-04-17,Aylmore,,,813,7.0,719-192-7199,M4V1N5,ON
320,1601-33 EASTMOUNT AVE,1984-04-23,TORONTO,Canada,lbrotherhead8w@disqus.com,Lela,"1601-33 EASTMOUNT AVE , TORONTO , ON",2015-08-17,Brotherhead,,,939,5.0,712-240-9472,M4K1V3,ON
321,216 ERSKINE AVE,1978-12-05,TORONTO,Canada,mlethbrig8x@blogspot.com,Morlee,"216 ERSKINE AVE , TORONTO , ON",2017-05-07,Lethbrig,,,458,9.0,239-196-0270,M4P1Z4,ON
322,216 ERSKINE AVE,1997-01-31,TORONTO,Canada,saiston8y@youtu.be,Sherman,"216 ERSKINE AVE , TORONTO , ON",2016-06-02,Aiston,,,88,4.0,971-839-8329,M4P1Z4,ON
323,1604-77 HOWARD ST,,TORONTO,,nelan8z@cloudflare.com,Nolly,"1604-77 HOWARD ST , TORONTO , ON",2016-10-24,Elan,,,175,,,M4X1J9,ON
324,25 GRENVILLE ST,1978-02-20,TORONTO,Canada,mpaolicchi90@google.co.uk,Maxine,"25 GRENVILLE ST , TORONTO , ON",2015-09-17,Paolicchi,,,996,1.0,513-588-1686,M4Y2X5,ON
325,14 ROSLIN AVE,1990-02-05,TORONTO,Canada,egrassett91@dion.ne.jp,Eadith,"14 ROSLIN AVE , TORONTO , ON",2017-03-27,Grassett,,,548,1.0,862-544-7214,M4N1Y9,ON
326,11 ST JOSEPH ST #1201,1996-07-30,TORONTO,Canada,twinslade92@issuu.com,Tiffi,"11 ST JOSEPH ST #1201 , TORONTO , ON",2015-10-27,Winslade,,,921,3.0,901-306-6048,M4Y3G4,ON
327,2014-650 PARLIAMENT ST,1999-07-29,TORONTO,Canada,dneathway93@parallels.com,Daren,"2014-650 PARLIAMENT ST , TORONTO , ON",2015-05-26,Neathway,,,762,3.0,505-615-0892,M4X1R3,ON
328,90 EASTDALE AVE 1517,1987-12-07,EAST YORK,Canada,mdyhouse94@bloglines.com,Marlon,"90 EASTDALE AVE 1517 , EAST YORK , ON",2015-01-10,Dyhouse,,,795,1.0,972-579-9883,M4C5A2,ON
329,13 NEALON AVE,1985-12-16,TORONTO,Canada,jdobell95@howstuffworks.com,Janek,"13 NEALON AVE , TORONTO , ON",2016-10-13,Dobell,,,406,6.0,718-711-8853,M4K1Y8,ON
330,2202 QUEEN ST EAST BASEMENT,1992-09-27,TORONTO,Canada,hcuvley96@ovh.net,Hyacinthia,"2202 QUEEN ST EAST BASEMENT , TORONTO , ON",2016-05-09,Cuvley,,,665,5.0,530-111-7892,M4E1E7,ON
331,PO BOX 65215 RPO CHESTER,1988-08-08,TORONTO,Canada,mpughsley97@desdev.cn,Meridel,"PO BOX 65215 RPO CHESTER , TORONTO , ON",2017-10-01,Pughsley,,,736,9.0,510-330-0623,M4K3Z2,ON
332,345 MERTON STREET 509,1994-01-17,TORONTO,Canada,acoldbathe98@pinterest.com,Alistair,"345 MERTON STREET 509 , TORONTO , ON",2017-06-12,Coldbathe,,,488,5.0,208-799-9182,M4S1B5,ON
333,240 WELLESLEY ST E APT 306,1984-09-17,TORONTO,Canada,tchippindall99@gmpg.org,Thea,"240 WELLESLEY ST E APT 306 , TORONTO , ON",2015-12-26,Chippindall,,,509,3.0,509-493-5614,M4X1G5,ON
334,976 QUEEN ST EAST 3,1980-10-29,TORONTO,Canada,bmorrallee9a@deliciousdays.com,Bryn,"976 QUEEN ST EAST 3 , TORONTO , ON",2016-05-06,Morrallee,,,929,7.0,513-198-1618,M4M1K1,ON
335,127 BROADWAY AVE UNIT 103,1988-03-15,TORONTO,Canada,lfortnon9b@tripadvisor.com,Lucien,"127 BROADWAY AVE UNIT 103 , TORONTO , ON",2016-08-03,Fortnon,,,383,4.0,414-741-0325,M4P1V4,ON
336,22 WYNDCLIFF CRES,1997-08-23,NORTH YORK,Canada,iheiden9c@domainmarket.com,Ina,"22 WYNDCLIFF CRES , NORTH YORK , ON",2015-10-10,Heiden,,,513,4.0,312-584-5761,M4A2K1,ON
337,22 WYNDCLIFF CRES,1995-10-11,NORTH YORK,Canada,wspruce9d@google.cn,Wiley,"22 WYNDCLIFF CRES , NORTH YORK , ON",2016-01-08,Spruce,,,54,10.0,915-130-5142,M4A2K1,ON
338,49 ALTON AVE,1991-03-11,TORONTO,Canada,bwoodings9e@bluehost.com,Beverlee,"49 ALTON AVE , TORONTO , ON",2016-01-02,Woodings,,,952,4.0,202-240-3183,M4L2M3,ON
339,1002-500 DAWES RD,1998-07-01,EAST YORK,Canada,lsaiens9f@diigo.com,Laurene,"1002-500 DAWES RD , EAST YORK , ON",2017-08-12,Saiens,,,700,8.0,202-356-3347,M4B2G1,ON
340,105-1000 MOUNT PLEASANT RD,,TORONTO,,ngurney9g@google.com.au,Nicol,"105-1000 MOUNT PLEASANT RD , TORONTO , ON",2017-09-21,Gurney,,,750,,,M4P2M2,ON
341,1243 BROADVIEW AVE UNIT 205,1983-02-01,EAST YORK,Canada,adinneges9h@shinystat.com,Allyn,"1243 BROADVIEW AVE UNIT 205 , EAST YORK , ON",2017-08-03,Dinneges,,,525,9.0,785-344-2904,M4K2T3,ON
342,11 ECCLESTON DR UNIT409,,NORTH YORK,,mesley9i@mail.ru,Maury,"11 ECCLESTON DR UNIT409 , NORTH YORK , ON",2015-04-07,Esley,,,802,,,M4A1K2,ON
343,11 ECCLESTON DR UNIT409,1992-01-11,NORTH YORK,Canada,vwainman9j@slate.com,Vic,"11 ECCLESTON DR UNIT409 , NORTH YORK , ON",2017-01-19,Wainman,,,437,10.0,432-853-4866,M4A1K2,ON
344,205-58 MAITLAND STREET,1978-10-22,TORONTO,Canada,ywoodger9k@surveymonkey.com,Yetty,"205-58 MAITLAND STREET , TORONTO , ON",2017-11-08,Woodger,,,368,7.0,785-499-6008,M4Y1C5,ON
345,1801-77 DAVISVILLE AVE,1987-12-18,TORONTO,Canada,jbendig9l@soundcloud.com,Jemie,"1801-77 DAVISVILLE AVE , TORONTO , ON",2017-04-20,Bendig,,,373,2.0,702-607-1658,M4S1G4,ON
346,1021-7B PLEASANT BLVD,1998-10-10,TORONTO,Canada,kpayfoot9m@arstechnica.com,Konrad,"1021-7B PLEASANT BLVD , TORONTO , ON",2017-12-10,Payfoot,,,326,7.0,727-779-3480,M4T1K2,ON
347,6 RUMSEY RD,1990-12-14,TORONTO,Canada,gocloney9n@hhs.gov,Gwenny,"6 RUMSEY RD , TORONTO , ON",2016-01-07,O' Cloney,,,545,2.0,615-267-5787,M4G1N6,ON
348,6 RUMSEY RD,1981-06-06,TORONTO,Canada,vwhyler9o@cbsnews.com,Vina,"6 RUMSEY RD , TORONTO , ON",2017-08-11,Whyler,,,782,5.0,618-473-4702,M4G1N6,ON
349,402-60 HASLETT AVE,1997-02-25,TORONTO,Canada,tbeccera9p@rambler.ru,Toma,"402-60 HASLETT AVE , TORONTO , ON",2016-07-20,Beccera,,,375,10.0,754-851-2673,M4L0A9,ON
350,280 DAWLISH AVE,1984-02-22,TORONTO,Canada,ccrellin9q@seattletimes.com,Charlotte,"280 DAWLISH AVE , TORONTO , ON",2015-05-11,Crellin,,,339,10.0,281-471-5797,M4N1J5,ON
