address_line,birth_date,city,country,email,first_name,join_date,last_name,latitude,longitude,member_id,membership_length,phone_number,postal_code,state
188 GLENVALE BLVD,12/7/92,EAST YORK,Canada,tcrossby89@exblog.jp,Torrie,7/5/17,Crossby,43.7187356,-79.3666478,202,5,704-261-2540,M4G2W6,ON
9-110 ERSKINE AVE,6/17/92,TORONTO,Canada,lcothey8a@squidoo.com,Lombard,3/19/15,Cothey,43.7122211,-79.3952134,515,6,202-763-3368,M4P1Y4,ON
1208-155 BALLIOL ST,3/27/98,TORONTO,Canada,bida8b@engadget.com,Bambie,11/17/16,Ida,43.6979364,-79.3921048,791,8,760-670-4821,M4S1C4,ON
3-9 BOARDWALK DR,3/21/84,TORONTO,Canada,ljacques8c@ezinearticles.com,Lenore,9/24/16,Jacques,43.6642476,-79.3095407,195,8,717-882-0079,M4L6T1,ON
3-9 BOARDWALK DR,5/2/99,TORONTO,Canada,pmorehall8d@walmart.com,Padraig,1/8/16,Morehall,43.6642476,-79.3095407,1,5,903-462-0375,M4L6T1,ON
68 PARKVIEW HILL CRES,12/16/76,EAST YORK,Canada,askayman8e@tiny.cc,Alex,11/15/17,Skayman,43.7037016,-79.3281857,390,10,786-177-2119,M4B1P9,ON
81 MORTIMER AVE,5/3/86,TORONTO,Canada,icator8f@engadget.com,Iggy,8/23/16,Cator,43.6845942,-79.3527296,760,3,303-643-2909,M4K2A2,ON
1070 QUEEN ST EAST APT 202,5/18/79,TORONTO,Canada,rleipold8g@cbslocal.com,Rickard,12/18/16,Leipold,43.6618935,-79.3370483,975,4,727-372-0015,M4M3M4,ON
202-1070 QUEEN ST E,9/21/77,TORONTO,Canada,whuyghe8h@scribd.com,Wakefield,12/6/15,Huyghe,43.6618935,-79.3370483,449,7,720-792-7709,M4M3M4,ON
6 WOODVALE CRES,3/27/92,EAST YORK,Canada,asparry8i@cdc.gov,Albert,3/18/17,Sparry,43.6997623,-79.3224118,416,8,770-264-2777,M4C5N5,ON
6 WOODVALE CRES,3/14/93,EAST YORK,Canada,cscopes8j@vistaprint.com,Cacilie,2/8/17,Scopes,43.6997623,-79.3224118,26,3,702-685-1263,M4C5N5,ON
75 EASTDALE AVE 617,12/4/94,TORONTO,Canada,pwoollam8k@friendfeed.com,Porter,5/9/16,Woollam,43.695124,-79.3002862,679,7,646-880-4726,M4C5N3,ON
75 EASTDALE AVE 617,6/21/83,TORONTO,Canada,dskipperbottom8l@fema.gov,Davide,5/6/17,Skipperbottom,43.695124,-79.3002862,669,5,716-188-2972,M4C5N3,ON
305-7 STAG HILL DR,9/28/93,TORONTO,Canada,lhainning8m@123-reg.co.uk,Lawry,12/11/15,Hainning,43.7032285,-79.3106917,685,5,415-935-0619,M4B1K7,ON
163 CASTLEFIELD AVE   BASEMENT APT,3/13/90,TORONTO,Canada,cpruvost8n@businessweek.com,Chicky,7/14/15,Pruvost,43.710105,-79.4069924,287,8,602-964-5691,M4R1G6,ON
19 WANLESS CRES,5/19/98,TORONTO,Canada,xwinfrey8o@tinyurl.com,Xavier,1/17/15,Winfrey,43.7267637,-79.3909995,316,5,818-821-2371,M4N3B6,ON
19 WANLESS CRES,10/19/99,TORONTO,Canada,awhines8p@google.com.au,Ario,7/7/17,Whines,43.7267637,-79.3909995,243,5,501-850-1254,M4N3B6,ON
310-516 DAWES RD,11/10/94,TORONTO,Canada,emcmenamy8q@barnesandnoble.com,Ethelind,2/15/15,McMenamy,43.7047492,-79.2964212,183,7,202-791-8397,M4B2E9,ON
2575 DANFORTH AVE 1107,1/31/86,TORONTO,Canada,csummerbell8r@networksolutions.com,Carlene,9/20/16,Summerbell,43.6881145,-79.3003312,882,1,718-905-8536,M4C1L5,ON
79 LANGFORD AVE,11/26/85,TORONTO,Canada,mgoade8s@youtu.be,Mirabelle,7/28/16,Goade,43.6817882,-79.3411469,566,8,419-673-2400,M4J3E5,ON
79 LANGFORD AVE,1/9/95,TORONTO,Canada,dkuhnhardt8t@zimbio.com,Dallis,10/18/16,Kuhnhardt,43.6817882,-79.3411469,96,4,754-680-5534,M4J3E5,ON
149-415 JARVIS ST,7/24/83,TORONTO,Canada,ooxbe8u@usa.gov,Oralee,10/27/16,Oxbe,43.6630617,-79.3767451,361,7,816-614-9439,M4Y3C1,ON
406-111 ST CLAIR AVE W,7/30/82,TORONTO,Canada,baylmore8v@foxnews.com,Briana,4/17/15,Aylmore,43.6866757,-79.399443,813,7,719-192-7199,M4V1N5,ON
1601-33 EASTMOUNT AVE,4/23/84,TORONTO,Canada,lbrotherhead8w@disqus.com,Lela,8/17/15,Brotherhead,43.6790897,-79.3616147,939,5,712-240-9472,M4K1V3,ON
216 ERSKINE AVE,12/5/78,TORONTO,Canada,mlethbrig8x@blogspot.com,Morlee,5/7/17,Lethbrig,43.71315,-79.3902797,458,9,239-196-0270,M4P1Z4,ON
216 ERSKINE AVE,1/31/97,TORONTO,Canada,saiston8y@youtu.be,Sherman,6/2/16,Aiston,43.71315,-79.3902797,88,4,971-839-8329,M4P1Z4,ON
1604-77 HOWARD ST,,TORONTO,,nelan8z@cloudflare.com,Nolly,10/24/16,Elan,43.6708529,-79.3727891,175,,,M4X1J9,ON
25 GRENVILLE ST,2/20/78,TORONTO,Canada,mpaolicchi90@google.co.uk,Maxine,9/17/15,Paolicchi,43.6617737,-79.3847019,996,1,513-588-1686,M4Y2X5,ON
14 ROSLIN AVE,2/5/90,TORONTO,Canada,egrassett91@dion.ne.jp,Eadith,3/27/17,Grassett,43.7298289,-79.402414,548,1,862-544-7214,M4N1Y9,ON
11 ST JOSEPH ST #1201,7/30/96,TORONTO,Canada,twinslade92@issuu.com,Tiffi,10/27/15,Winslade,43.6657198,-79.386054,921,3,901-306-6048,M4Y3G4,ON
2014-650 PARLIAMENT ST,7/29/99,TORONTO,Canada,dneathway93@parallels.com,Daren,5/26/15,Neathway,43.6697615,-79.3704028,762,3,505-615-0892,M4X1R3,ON
90 EASTDALE AVE 1517,12/7/87,EAST YORK,Canada,mdyhouse94@bloglines.com,Marlon,1/10/15,Dyhouse,43.6945345,-79.301181,795,1,972-579-9883,M4C5A2,ON
13 NEALON AVE,12/16/85,TORONTO,Canada,jdobell95@howstuffworks.com,Janek,10/13/16,Dobell,43.683037,-79.3559188,406,6,718-711-8853,M4K1Y8,ON
2202 QUEEN ST EAST BASEMENT,9/27/92,TORONTO,Canada,hcuvley96@ovh.net,Hyacinthia,5/9/16,Cuvley,43.672402,-79.2895514,665,5,530-111-7892,M4E1E7,ON
PO BOX 65215 RPO CHESTER,8/8/88,TORONTO,Canada,mpughsley97@desdev.cn,Meridel,10/1/17,Pughsley,,,736,9,510-330-0623,M4K3Z2,ON
345 MERTON STREET 509,1/17/94,TORONTO,Canada,acoldbathe98@pinterest.com,Alistair,6/12/17,Coldbathe,43.6979954,-79.385711,488,5,208-799-9182,M4S1B5,ON
240 WELLESLEY ST E APT 306,9/17/84,TORONTO,Canada,tchippindall99@gmpg.org,Thea,12/26/15,Chippindall,43.6681993,-79.3717796,509,3,509-493-5614,M4X1G5,ON
976 QUEEN ST EAST 3,10/29/80,TORONTO,Canada,bmorrallee9a@deliciousdays.com,Bryn,5/6/16,Morrallee,43.6610972,-79.3399258,929,7,513-198-1618,M4M1K1,ON
127 BROADWAY AVE UNIT 103,3/15/88,TORONTO,Canada,lfortnon9b@tripadvisor.com,Lucien,8/3/16,Fortnon,43.7105572,-79.3922631,383,4,414-741-0325,M4P1V4,ON
22 WYNDCLIFF CRES,8/23/97,NORTH YORK,Canada,iheiden9c@domainmarket.com,Ina,10/10/15,Heiden,43.7362056,-79.3185841,513,4,312-584-5761,M4A2K1,ON
22 WYNDCLIFF CRES,10/11/95,NORTH YORK,Canada,wspruce9d@google.cn,Wiley,1/8/16,Spruce,43.7362056,-79.3185841,54,10,915-130-5142,M4A2K1,ON
49 ALTON AVE,3/11/91,TORONTO,Canada,bwoodings9e@bluehost.com,Beverlee,1/2/16,Woodings,43.665232,-79.3282134,952,4,202-240-3183,M4L2M3,ON
1002-500 DAWES RD,7/1/98,EAST YORK,Canada,lsaiens9f@diigo.com,Laurene,8/12/17,Saiens,43.7032973,-79.2981915,700,8,202-356-3347,M4B2G1,ON
105-1000 MOUNT PLEASANT RD,,TORONTO,,ngurney9g@google.com.au,Nicol,9/21/17,Gurney,43.7132873,-79.3923304,750,,,M4P2M2,ON
1243 BROADVIEW AVE UNIT 205,2/1/83,EAST YORK,Canada,adinneges9h@shinystat.com,Allyn,8/3/17,Dinneges,43.690823,-79.3552283,525,9,785-344-2904,M4K2T3,ON
11 ECCLESTON DR UNIT409,,NORTH YORK,,mesley9i@mail.ru,Maury,4/7/15,Esley,43.7272907,-79.315575,802,,,M4A1K2,ON
11 ECCLESTON DR UNIT409,1/11/92,NORTH YORK,Canada,vwainman9j@slate.com,Vic,1/19/17,Wainman,43.7272907,-79.315575,437,10,432-853-4866,M4A1K2,ON
205-58 MAITLAND STREET,10/22/78,TORONTO,Canada,ywoodger9k@surveymonkey.com,Yetty,11/8/17,Woodger,43.6648128,-79.3811692,368,7,785-499-6008,M4Y1C5,ON
1801-77 DAVISVILLE AVE,12/18/87,TORONTO,Canada,jbendig9l@soundcloud.com,Jemie,4/20/17,Bendig,43.6984224,-79.3937019,373,2,702-607-1658,M4S1G4,ON
1021-7B PLEASANT BLVD,10/10/98,TORONTO,Canada,kpayfoot9m@arstechnica.com,Konrad,12/10/17,Payfoot,43.6870453,-79.3931013,326,7,727-779-3480,M4T1K2,ON
6 RUMSEY RD,12/14/90,TORONTO,Canada,gocloney9n@hhs.gov,Gwenny,1/7/16,O' Cloney,43.7018907,-79.3690102,545,2,615-267-5787,M4G1N6,ON
6 RUMSEY RD,6/6/81,TORONTO,Canada,vwhyler9o@cbsnews.com,Vina,8/11/17,Whyler,43.7018907,-79.3690102,782,5,618-473-4702,M4G1N6,ON
402-60 HASLETT AVE,2/25/97,TORONTO,Canada,tbeccera9p@rambler.ru,Toma,7/20/16,Beccera,43.674231,-79.307142,375,10,754-851-2673,M4L0A9,ON
280 DAWLISH AVE,2/22/84,TORONTO,Canada,ccrellin9q@seattletimes.com,Charlotte,5/11/15,Crellin,43.7241603,-79.38302,339,10,281-471-5797,M4N1J5,ON
310-79 THORNCLIFFE PARK DR,9/21/99,TORONTO,Canada,scusty9r@jiathis.com,Sheri,10/17/17,Custy,43.7060761,-79.3420615,96,9,682-404-6388,M4H1L5,ON
1328 QUEEN STREET EAST,4/24/81,TORONTO,Canada,nhurl9s@purevolume.com,Noelle,12/12/17,Hurl,43.6642911,-79.3273389,605,7,815-190-7419,M4L1C5,ON
1328 QUEEN STREET EAST APT 2,9/4/80,TORONTO,Canada,tneville9t@bandcamp.com,Thorny,1/23/17,Neville,43.6642911,-79.3273389,823,3,434-839-1926,M4L1C5,ON
191 CRAVEN RD,5/29/77,TORONTO,Canada,jmaffiotti9u@com.com,Jehu,11/9/15,Maffiotti,43.6689865,-79.3196346,191,8,814-185-2723,M4L2Z5,ON
1810-25 ST MARY ST,11/12/78,TORONTO,Canada,nbrack9v@adobe.com,Norina,9/26/17,Brack,43.6673655,-79.3871641,271,10,310-276-6219,M4Y1R2,ON
19-20 BOULTBEE AVE,1/16/89,TORONTO,Canada,dasche9w@freewebs.com,Danell,11/1/17,Asche,43.6725035,-79.3385239,971,6,859-274-9850,M4J1A5,ON
124 FERRIS RD,11/5/98,TORONTO,Canada,fdwerryhouse9x@reference.com,Forbes,5/12/15,Dwerryhouse,43.7028983,-79.3045914,775,7,850-442-1604,M4B1G8,ON
167 KENILWORTH AVE,10/6/89,TORONTO,Canada,lthorneywork9y@tripadvisor.com,Linc,4/19/16,Thorneywork,43.6713491,-79.3025764,190,4,651-681-2636,M4L3S7,ON
2412-235 BLOOR ST E,7/29/83,TORONTO,Canada,dairey9z@rambler.ru,Dolli,9/21/16,Airey,43.6710833,-79.3807612,911,10,918-396-9661,M4W3Y3,ON
971 COSBURN AVE,10/19/79,TORONTO,Canada,dkingcotea0@unicef.org,Doll,9/19/16,Kingcote,43.6969052,-79.3116668,759,2,801-790-4916,M4C2W8,ON
309 DAVISVILLE AVE,3/1/78,TORONTO,Canada,bkleea1@live.com,Bernadine,10/27/17,Klee,43.7004627,-79.3847097,182,2,908-645-6074,M4S1H1,ON
183 GOUGH AVE,8/1/81,TORONTO,Canada,mhannea2@instagram.com,Maritsa,6/10/15,Hanne,43.6824456,-79.3472549,115,4,650-881-4817,M4K3P2,ON
32 IRWIN AVE,11/4/93,TORONTO,Canada,kkinfortha3@histats.com,Kin,12/28/17,Kinforth,43.6666691,-79.3868543,711,2,412-506-9177,M4Y1L2,ON
30 CHARLES STREET WEST APT 903,10/30/95,TORONTO,Canada,jpracya4@wikipedia.org,Jareb,10/26/16,Pracy,43.6688758,-79.3871208,387,10,305-947-0338,M4Y1R5,ON
32 IRWIN AVE,8/8/81,TORONTO,Canada,fpoorea5@bandcamp.com,Far,5/24/17,Poore,43.6666691,-79.3868543,416,4,850-693-3685,M4Y1L2,ON
101 CHARLES ST E W  816,10/28/79,TORONTO,Canada,tkilpatricka6@ameblo.jp,Torre,1/26/17,Kilpatrick,43.6695928,-79.3805797,475,5,202-632-1937,M4Y0A9,ON
33 SARAH ASHBRIDGE AVE.,9/2/80,TORONTO,Canada,lkeilinga7@123-reg.co.uk,Lacee,7/24/15,Keiling,43.6653125,-79.3078856,494,1,561-281-5490,M4L3Y1,ON
33 SARAH ASHBRIDGE AVE.,12/26/86,TORONTO,Canada,bgewera8@cnn.com,Bevan,4/24/16,Gewer,43.6653125,-79.3078856,115,4,661-830-7382,M4L3Y1,ON
533 JONES AVE,6/27/92,TORONTO,Canada,rkamenaa9@netscape.com,Reeta,3/4/17,Kamena,43.677883,-79.339112,608,6,757-194-4957,M4J3G8,ON
533 JONES AVE,7/1/98,TORONTO,Canada,lpiolaaa@behance.net,Lucie,2/4/15,Piola,43.677883,-79.339112,415,3,405-401-7279,M4J3G8,ON
150 COSBURN AVENUE APT 903,8/19/80,EAST YORK,Canada,floughlanab@youtube.com,Farrand,5/23/15,Loughlan,43.6902174,-79.3461809,318,3,740-107-0876,M4J2L9,ON
37 GROSVENOR ST,1/27/78,TORONTO,Canada,segarrac@pagesperso-orange.fr,Shelia,9/1/16,Egarr,43.662407,-79.3859435,936,4,571-511-3435,M4Y3G5,ON
265 MAIN STREET 2101,11/30/81,TORONTO,Canada,dbartolettiad@cbc.ca,Delmore,6/5/17,Bartoletti,43.6877927,-79.2999674,629,3,808-278-8301,M4C4X3,ON
113 HASTINGS AVE,12/31/77,TORONTO,Canada,hwaymanae@meetup.com,Henderson,6/1/17,Wayman,43.666609,-79.3301514,675,10,480-120-9977,M4L2L1,ON
91 GLENCAIRN AVE,3/12/90,TORONTO,Canada,hcristofaloaf@reference.com,Haven,9/1/15,Cristofalo,43.7172304,-79.405361,509,4,518-680-2712,M4R1M7,ON
105-86 JONES AVE,11/18/92,TORONTO,Canada,vbuyersag@oracle.com,Vivienne,9/15/15,Buyers,43.6648514,-79.3339295,701,8,313-830-6993,M4M2Z8,ON
82 WESTVIEW BLVD,11/24/87,EAST YORK,Canada,lbaswallah@1und1.de,Linette,2/1/16,Baswall,43.7093335,-79.3088202,207,8,702-615-5331,M4B3J1,ON
157 OAK PARK AVE,2/16/99,EAST YORK,Canada,dsakerai@examiner.com,Des,6/2/17,Saker,43.6923571,-79.3095003,874,7,312-455-6558,M4C4M9,ON
221 BALLIOL STREET 1811,10/25/79,TORONTO,Canada,vrigleraj@webs.com,Valeria,4/9/15,Rigler,43.6985696,-79.3894267,456,5,646-497-7719,M4S1C8,ON
405-197 WELLESLEY ST E,12/17/95,TORONTO,Canada,lelcoatak@google.cn,Leesa,6/19/17,Elcoat,43.6671309,-79.373907,451,7,210-663-5008,M4X1E9,ON
472 COSBURN AVE APR A,4/1/89,EAST YORK,Canada,tpaulial@answers.com,Tiff,10/1/15,Pauli,43.6929653,-79.3342613,698,7,408-556-2927,M4J2N5,ON
302-25 YORKVILLE AVE,11/2/82,TORONTO,Canada,tstpierream@issuu.com,Timothy,4/3/17,St Pierre,43.6713722,-79.389146,696,2,503-847-6495,M4W1L1,ON
200 BALLIOL STREET SUITE 1901,,TORONTO,,cbackwellan@domainmarket.com,Cassaundra,4/21/15,Backwell,43.6991449,-79.3899824,482,,,M4S1C6,ON
1008-195 BARRINGTON AVE,9/8/97,TORONTO,Canada,thughesdonao@angelfire.com,Tudor,4/14/15,Hughesdon,43.694887,-79.3029373,123,8,832-769-2513,M4C5M7,ON
565 KINGSTON RD,7/12/89,TORONTO,Canada,nblazekap@washington.edu,Normy,2/24/16,Blazek,43.6782301,-79.3002238,358,2,859-476-9044,M4E1R2,ON
5 MASSEY SQUARE SUITE 719,9/22/84,TORONTO,Canada,jgronoweaq@usnews.com,Jeanelle,9/8/17,Gronowe,43.6961636,-79.2929568,427,3,443-974-1277,M4C5L6,ON
155 WESTLAKE AVE,5/30/78,TORONTO,Canada,fnorridgear@home.pl,Flinn,4/27/15,Norridge,43.690878,-79.3064466,392,6,323-918-9236,M4C4S1,ON
9 VENTNOR AVE,12/27/98,TORONTO,Canada,sechalieas@cpanel.net,Stella,12/23/15,Echalie,43.6993228,-79.3175938,740,7,585-523-7074,M4C2Z6,ON
236 FIRST AVE,9/11/86,TORONTO,Canada,kreggioat@yelp.com,Katheryn,10/1/16,Reggio,43.6665658,-79.3438566,643,10,330-271-8161,M4M1X4,ON
20 BURKEBROOK PL TH9,9/8/78,EAST YORK,Canada,eokynsillagheau@weather.com,Elvera,1/4/15,O'Kynsillaghe,,,636,7,502-348-1131,M4G0A1,ON
58 MILLWOOD RD,6/25/79,TORONTO,Canada,aandreazziav@blogtalkradio.com,Antonella,7/11/17,Andreazzi,43.6999003,-79.3951776,391,3,619-337-4738,M4S1J7,ON
120 LEACREST RD,11/26/76,TORONTO,Canada,dnewloveaw@walmart.com,Dante,12/17/17,Newlove,43.6991113,-79.3638407,191,1,248-405-5961,M4G1E8,ON
707-77 DAVISVILLE AVE,4/21/95,TORONTO,Canada,ehealesax@usa.gov,Elisabet,5/8/15,Heales,43.6984224,-79.3937019,492,3,646-839-8789,M4S1G4,ON
104 - 80 GOWAN AVE,7/17/79,TORONTO,Canada,yimpeyay@yellowpages.com,Yevette,11/3/15,Impey,43.6881507,-79.3516013,922,1,540-353-0962,M4K2E1,ON
86 WOODLAWN AVE E,1/11/92,TORONTO,Canada,rcressaraz@hao123.com,Raymund,11/14/17,Cressar,43.6847341,-79.3888231,930,7,805-918-5936,M4T1C1,ON
330 SAMMON AVE,,EAST YORK,,mdiperausb0@amazon.com,Mal,12/12/16,Diperaus,43.6868874,-79.3354275,928,,,M4J2A3,ON
136A VIRGINIA AVE,7/15/82,EAST YORK,Canada,rnortheyb1@etsy.com,Rolland,4/16/16,Northey,43.6953859,-79.3192723,437,5,317-846-4530,M4C2T4,ON
1206-195 BARRINGTON AVE,12/3/92,TORONTO,Canada,corringeb2@berkeley.edu,Chance,8/5/16,Orringe,43.694887,-79.3029373,266,3,309-351-0442,M4C5M7,ON
46 JINNAH CRT,9/25/87,NORTH YORK,Canada,mosichevb3@walmart.com,Mindy,4/12/16,Osichev,43.7215441,-79.3078592,820,2,202-556-3114,M4A2Y1,ON
2 SECORD AVENUE APT 2207,11/22/97,EAST YORK,Canada,udiamentb4@hibu.com,Ursola,12/17/15,Diament,43.6930676,-79.3017902,629,1,214-766-9014,M4C2C3,ON
113-1837 EGLINTON AVE E,11/21/85,NORTH YORK,Canada,mmanssuerb5@bandcamp.com,Maurine,6/10/17,Manssuer,43.724568,-79.302921,405,7,914-274-1930,M4A2Y4,ON
7 VANCOUVER AVE,12/29/76,TORONTO,Canada,abeneteaub6@istockphoto.com,Abra,2/21/17,Beneteau,43.6652762,-79.3240244,951,9,225-855-5221,M4L2S7,ON
7 VANCOUVER AVE,2/13/87,TORONTO,Canada,jhilandb7@topsy.com,Juan,8/28/15,Hiland,43.6652762,-79.3240244,305,4,916-708-0064,M4L2S7,ON
43A CASTLE FRANK RD,7/9/83,TORONTO,Canada,kkaygillb8@upenn.edu,Kirsten,1/12/16,Kaygill,43.6760615,-79.3693343,940,6,806-643-2287,M4W2Z5,ON
9 NOTLEY PL,4/2/98,TORONTO,Canada,kmasdingb9@weather.com,Klarrisa,11/16/16,Masding,43.700039,-79.3100373,753,6,405-404-2570,M4B2M7,ON
120 GLENCAIRN AVENUE,7/3/88,TORONTO,Canada,vvedstraba@nih.gov,Vannie,5/27/17,Vedstra,43.7172632,-79.407422,209,3,320-699-6152,M4R1M9,ON
64 WELLESLEY STREET EAST SUITE 406,10/20/84,TORONTO,Canada,smarquisbb@uiuc.edu,Sanderson,8/6/17,Marquis,43.6656509,-79.3816866,317,4,504-161-3822,M4Y1G6,ON
723 GERRARD ST E UPPER LOFT,9/23/82,TORONTO,Canada,cpullarbc@hhs.gov,Catriona,11/25/16,Pullar,,,418,3,570-100-7181,M4M1Y5,ON
162 BOWOOD AVENUE,,TORONTO,,rhutonbd@ucla.edu,Rana,1/18/17,Huton,43.7298646,-79.3979641,386,,,M4N1Y6,ON
8 OAK PARK AVE,8/14/83,TORONTO,Canada,rericssonbe@163.com,Roseline,10/25/16,Ericsson,43.6874734,-79.3077876,40,10,915-812-0383,M4C4L7,ON
146 CURZON ST,3/5/81,TORONTO,Canada,ccartinbf@skyrock.com,Collin,4/28/17,Cartin,43.6671962,-79.3333244,221,6,941-952-2634,M4M3B5,ON
53 GLENSIDEAVE,,TORONTO,,losbaldstonebg@unesco.org,Lise,11/10/17,Osbaldstone,43.6732297,-79.3264545,715,,,M4L2T6,ON
401-1 ORIOLE RD,1/10/92,TORONTO,Canada,acoverleybh@globo.com,Adiana,10/19/17,Coverley,43.687276,-79.3996896,120,4,609-955-5357,M4V2E7,ON
941 BROADVIEW AVE,2/29/80,TORONTO,Canada,alaverackbi@mozilla.com,Aldous,10/21/17,Laverack,43.6822794,-79.3571905,749,4,253-631-4627,M4K2R3,ON
4802 - 2191 YONGE STREET,3/12/98,TORONTO,Canada,gcourvertbj@sun.com,Gothart,1/27/15,Courvert,43.7054537,-79.3978623,791,8,608-882-0893,M4S3H8,ON
1-85 PARMA CRT,9/24/79,NORTH YORK,Canada,jgrishukhinbk@dropbox.com,Jeffie,7/10/15,Grishukhin,43.7168456,-79.3014409,311,2,612-355-9273,M4A1A4,ON
954 BROADVIEW AVE,6/11/91,TORONTO,Canada,fhavelinebl@gnu.org,Flinn,7/20/16,Haveline,43.6816215,-79.3579409,847,4,916-840-7578,M4K2R4,ON
521-10 GOWER ST,7/19/82,TORONTO,Canada,deadsbm@tripadvisor.com,Davis,3/1/15,Eads,43.7024481,-79.2978323,286,8,251-433-5953,M4B3N3,ON
14 RUTHERGLEN RD,4/19/99,TORONTO,Canada,ksouthcombebn@etsy.com,Kassie,8/19/15,Southcombe,43.7019359,-79.3624757,524,6,816-216-7624,M4G1L6,ON
1-67 DAGMAR AVE,6/8/94,TORONTO,Canada,amilnebo@tinyurl.com,Amargo,8/12/16,Milne,43.66618,-79.3362449,687,3,302-788-0264,M4M1V9,ON
15 THORNCLIFFE PARK DR UNIT 505,9/10/82,EAST YORK,Canada,rbettlesbp@paypal.com,Randene,10/1/15,Bettles,43.7035544,-79.3482255,375,5,925-791-1717,M4H1H6,ON
59EDGEWOOD AVENUE,2/10/87,TORONTO,Canada,mbrantonbq@unesco.org,Molli,11/26/17,Branton,43.6716438,-79.3136459,313,7,775-708-6215,M4L3G9,ON
100 GLOUCESTER STREET APT 701,6/23/95,TORONTO,Canada,ucoppardbr@upenn.edu,Umeko,1/23/15,Coppard,43.6680239,-79.3796342,484,6,414-463-2525,M4Y1M1,ON
267 ST LEONARD'S AVENUE,11/30/93,TORONTO,Canada,pgalesbs@skype.com,Peta,10/26/15,Gales,43.7248628,-79.3827463,611,4,561-804-2016,M4N1K9,ON
125 ROCHESTER AVE,8/22/87,NORTH YORK,Canada,scuolahanbt@examiner.com,Silvester,8/14/17,Cuolahan,43.7250049,-79.3872596,242,2,404-293-7970,M4N1N9,ON
96 WAVERLEY ROAD,7/1/93,TORONTO,Canada,gmcdowallbu@liveinternet.ru,Gilles,2/27/15,McDowall,43.6695394,-79.3008357,901,3,260-750-3515,M4L3T1,ON
14 BURLEY AVE C/O SOTEROULA SERVINIS,5/22/96,TORONTO,Canada,zdaelbv@google.co.uk,Zebadiah,11/20/16,Dael,,,34,3,601-579-0722,M4K3Z6,ON
235-21 DALE AVE,9/3/89,TORONTO,Canada,jcrudgebw@answers.com,Jermain,4/1/17,Crudge,43.6736073,-79.3711719,220,3,212-269-9391,M4W1K3,ON
7 PARK VISTA 609,9/11/99,TORONTO,Canada,dmorecombebx@ameblo.jp,Dimitry,11/16/17,Morecombe,43.6978995,-79.2978058,995,6,281-931-8797,M4B1A4,ON
37 SUNDIAL CRES,5/19/83,TORONTO,Canada,lbrechby@tuttocitta.it,Lannie,6/25/16,Brech,43.7338774,-79.3226314,936,2,210-124-4650,M4A2J7,ON
2017-45 DUNFIELD AVE,10/6/81,TORONTO,Canada,gmacpikebz@phoca.cz,Georgine,9/11/16,MacPike,43.7063157,-79.3945552,528,10,603-166-1675,M4S2H4,ON
683 ORIOLE PKY,2/18/84,TORONTO,Canada,elilleycropc0@go.com,Elnora,4/5/16,Lilleycrop,43.7083262,-79.4071853,229,8,202-755-4773,M4R2C1,ON
683 ORIOLE PKY,1/7/91,TORONTO,Canada,tkleinsternc1@dedecms.com,Tally,12/4/15,Kleinstern,43.7083262,-79.4071853,414,1,614-644-0530,M4R2C1,ON
248 KINGSWOOD RD,7/18/95,TORONTO,Canada,mgarfathc2@nps.gov,Madelina,1/6/15,Garfath,43.6800787,-79.2860393,409,2,903-854-1812,M4E3N7,ON
248 KINGSWOOD RD,6/1/85,TORONTO,Canada,bupexc3@sina.com.cn,Brock,2/24/17,Upex,43.6800787,-79.2860393,999,2,941-112-4749,M4E3N7,ON
248 KINGSWOOD RD,2/6/97,TORONTO,Canada,imattocksc4@indiegogo.com,Inessa,1/13/16,Mattocks,43.6800787,-79.2860393,519,8,210-377-9816,M4E3N7,ON
114 WILLIAMS ST,6/24/96,DLHI,Canada,dsagersonc5@npr.org,Dagmar,4/8/17,Sagerson,42.849647,-80.4965069,956,6,480-630-0591,M4B1M5,ON
81 ROSEWELL AVE,1/26/82,TORONTO,Canada,etrebbettc6@blogs.com,Elsie,3/1/17,Trebbett,43.7117613,-79.4052648,868,2,404-234-1375,M4R2A2,ON
41 ROWLEY AVE,5/26/93,TORONTO,Canada,psleetc7@disqus.com,Prisca,5/9/16,Sleet,43.7129935,-79.3799896,640,3,713-470-3024,M4P2T1,ON
202-470 SUMMERHILL AVE,11/12/87,TORONTO,Canada,bspinagec8@opensource.org,Boycie,10/17/16,Spinage,43.6865036,-79.374658,309,6,913-905-3739,M4W2E4,ON
203-101 COSBURN AVE,9/7/95,EAST YORK,Canada,mdyblec9@utexas.edu,Meaghan,4/10/17,Dyble,43.688867,-79.3496398,622,7,941-235-7426,M4K2G3,ON
810- 47 THORNCLIFFE PARK DRIVE,11/27/76,EAST YORK,Canada,afluinca@zimbio.com,Aubert,8/24/15,Fluin,43.7007747,-79.343067,736,7,904-949-7800,M4H1J5,ON
2227-650 PARLIAMENT ST,4/21/97,TORONTO,Canada,nmacqueencb@ehow.com,Noella,7/17/15,MacQueen,43.6697615,-79.3704028,21,3,915-914-2190,M4X1R3,ON
315-390 DAWES RD,7/21/95,TORONTO,Canada,gorrumcc@github.com,Gwenore,1/20/15,Orrum,43.699856,-79.2972215,167,4,410-267-3030,M4B2E5,ON
